TimeStamp,NbrPulseA,NbrPulseB,NbrPulseC,NbrPulseD,NbrCoincidencePulseAB,NbrCoincidencePulseAC,NbrCoincidencePulseDB,NbrCoincidencePulseDC,NbrCoincidencePulseABC 
2025-03-13T10:53:32.633779,84101,1310974,119673,39,28560,4873,9,1,1369
2025-03-13T10:53:32.711886,84461,654485,118995,39,28776,4882,10,3,1309
2025-03-13T10:53:32.821239,84059,655577,119318,52,28720,4898,11,3,1356
2025-03-13T10:53:32.914967,84202,656240,118776,49,28542,4860,15,8,1362
2025-03-13T10:53:33.008697,84296,654953,119812,35,28551,4882,10,2,1326
2025-03-13T10:53:33.116024,84194,654846,119329,38,28674,4913,7,0,1355
2025-03-13T10:53:33.228387,84460,655386,120256,39,28821,4971,10,0,1381
2025-03-13T10:53:33.321000,84416,655003,119532,48,28884,4861,10,1,1321
2025-03-13T10:53:33.414737,84807,655350,120423,51,28758,4953,14,2,1380
2025-03-13T10:53:33.508462,84982,655144,120546,43,28805,5006,11,3,1361
2025-03-13T10:53:33.617811,84284,654645,120014,54,28767,5063,13,1,1408
2025-03-13T10:53:33.711547,84858,655066,120715,52,28860,5092,10,1,1427
2025-03-13T10:53:33.820890,85208,1310913,120863,43,28898,5181,10,1,1417
2025-03-13T10:53:33.914616,84967,655244,121157,40,28942,5017,11,1,1428
2025-03-13T10:53:34.023954,85016,656372,120840,43,29114,5037,10,2,1455
2025-03-13T10:53:34.117680,170660,654744,121760,40,29145,5015,13,1,1439
2025-03-13T10:53:34.211409,85208,655276,121045,51,29023,4965,16,3,1387
2025-03-13T10:53:34.303528,85322,655834,120785,35,29124,5017,11,1,1394
2025-03-13T10:53:34.428496,86015,656205,120491,44,29098,5088,8,1,1473
2025-03-13T10:53:34.522242,171753,656596,121441,51,29160,5046,12,3,1398
2025-03-13T10:53:34.615957,85358,654349,121071,51,28960,4979,19,1,1402
2025-03-13T10:53:34.709683,85184,656327,121503,43,29044,4996,14,1,1369
2025-03-13T10:53:34.819031,84969,655846,120864,54,28879,5016,15,2,1358
2025-03-13T10:53:34.912758,85676,656322,120487,36,29041,5030,12,2,1439
2025-03-13T10:53:35.010730,85521,655015,120499,37,28958,5066,4,1,1436
2025-03-13T10:53:35.111986,84637,654617,241339,48,28585,5043,16,1,1380
2025-03-13T10:53:35.221329,85083,1309056,120886,39,28994,5047,10,0,1372
2025-03-13T10:53:35.310952,85291,656205,120253,33,28817,4919,2,0,1333
2025-03-13T10:53:35.420303,85093,656080,121200,44,28970,5101,11,3,1424
2025-03-13T10:53:35.529653,85299,656193,120971,44,28746,4991,12,1,1377
2025-03-13T10:53:35.623379,85523,1311439,121513,43,29108,5159,9,1,1424
2025-03-13T10:53:35.717107,84879,654823,121525,42,28944,5015,15,1,1415
2025-03-13T10:53:35.810835,85429,655334,120795,35,28928,4992,8,0,1428
2025-03-13T10:53:35.922206,85281,655142,121723,43,28843,5076,11,0,1351
2025-03-13T10:53:36.026954,86035,654917,121665,49,29287,4983,11,0,1375
2025-03-13T10:53:36.120708,85685,655626,121996,46,29227,5085,11,0,1428
2025-03-13T10:53:36.210301,86546,656250,121973,43,29500,5165,14,5,1443
2025-03-13T10:53:36.319648,86089,655518,122393,43,29016,5131,12,3,1433
2025-03-13T10:53:36.428998,86398,656068,122555,35,29318,5303,5,1,1458
2025-03-13T10:53:36.522726,86895,656043,122613,50,29705,5210,16,0,1448
2025-03-13T10:53:36.616456,86650,655872,123215,54,29527,5262,20,2,1446
2025-03-13T10:53:36.725802,86869,655830,123821,58,29478,5295,18,1,1408
2025-03-13T10:53:36.819606,87405,655230,123594,39,29922,5161,9,3,1429
2025-03-13T10:53:36.923348,87144,655465,123428,43,29713,5184,9,1,1461
2025-03-13T10:53:37.008970,86758,656240,123757,50,29768,5198,11,1,1461
2025-03-13T10:53:37.131332,87485,656915,123861,52,29970,5321,16,2,1484
2025-03-13T10:53:37.225064,87433,656691,124564,30,29792,5408,7,1,1429
2025-03-13T10:53:37.318789,87199,656514,124170,38,29825,5201,13,1,1419
2025-03-13T10:53:37.412517,86996,657636,124807,34,29677,5348,11,0,1527
2025-03-13T10:53:37.521866,87080,656388,124432,33,29639,5433,8,0,1445
2025-03-13T10:53:37.615595,87456,655327,124057,45,29738,5273,10,1,1451
2025-03-13T10:53:37.724945,86936,655905,125120,52,29733,5237,18,2,1469
2025-03-13T10:53:37.819711,86622,656213,123706,52,29530,5202,17,7,1468
2025-03-13T10:53:37.925008,87189,657099,124031,42,29790,5317,8,1,1448
2025-03-13T10:53:38.018738,87696,657010,124955,42,30051,5262,17,1,1468
2025-03-13T10:53:38.121515,87011,656235,123852,44,29820,5205,9,2,1452
2025-03-13T10:53:38.215224,87470,657746,124675,44,29512,5217,11,5,1434
2025-03-13T10:53:38.324603,86895,657131,124503,43,29680,5252,9,1,1434
2025-03-13T10:53:38.418304,87116,656451,124058,40,29892,5287,13,1,1546
2025-03-13T10:53:38.512026,87434,656779,124227,45,29728,5324,12,3,1443
2025-03-13T10:53:38.621377,174733,656112,123976,48,29627,5244,15,2,1431
2025-03-13T10:53:38.730725,87178,657043,123933,27,29672,5344,7,2,1481
2025-03-13T10:53:38.824849,87393,656067,123867,38,29714,5394,12,1,1470
2025-03-13T10:53:38.917075,87018,656876,124004,43,29586,5233,14,1,1467
2025-03-13T10:53:39.010803,87613,657604,123872,54,29752,5190,14,1,1419
2025-03-13T10:53:39.121168,87592,657674,123905,48,29674,5256,17,1,1475
2025-03-13T10:53:39.214893,87715,657348,124115,50,30148,5268,13,1,1487
2025-03-13T10:53:39.324273,87515,1313658,123916,51,29721,5330,18,4,1509
2025-03-13T10:53:39.417971,87918,656896,124375,53,30024,5239,11,3,1383
2025-03-13T10:53:39.527321,87425,1313608,124791,53,30073,5388,15,0,1591
2025-03-13T10:53:39.621047,88469,1971536,124932,53,30088,5357,24,3,1507
2025-03-13T10:53:39.714775,87917,2627795,124793,41,30053,5350,9,3,1464
2025-03-13T10:53:39.812790,88160,3284709,125360,46,30225,5413,18,2,1527
2025-03-13T10:53:39.920037,88796,3943080,124946,35,30593,5392,12,0,1501
2025-03-13T10:53:40.029386,88568,657523,125249,39,30244,5373,11,0,1474
2025-03-13T10:53:40.119007,176653,1314663,126264,32,60215,5439,8,0,1466
2025-03-13T10:53:40.212735,88388,656684,125859,38,30371,5359,9,0,1501
2025-03-13T10:53:40.322085,88734,656170,126123,52,30495,5460,15,2,1549
2025-03-13T10:53:40.415814,88926,657484,125892,39,30435,5436,8,1,1481
2025-03-13T10:53:40.525162,88600,657356,125811,45,30305,5501,14,1,1549
2025-03-13T10:53:40.618908,88849,658478,126275,59,30309,5538,17,3,1562
2025-03-13T10:53:40.723186,88700,1316314,125063,52,30317,5340,10,4,1524
2025-03-13T10:53:40.821933,88912,657819,126098,37,30511,5542,10,1,1508
2025-03-13T10:53:40.915661,89015,658058,126331,40,30489,5476,13,3,1516
2025-03-13T10:53:41.012904,88306,657951,126020,51,30138,5458,13,1,1532
2025-03-13T10:53:41.122268,89067,657266,125991,44,30309,5417,13,1,1500
2025-03-13T10:53:41.215988,89458,658461,125912,52,30524,5498,9,1,1543
2025-03-13T10:53:41.325332,89594,658472,126386,29,30778,5602,6,0,1580
2025-03-13T10:53:41.434682,88892,1315357,125787,50,30195,5457,16,0,1504
2025-03-13T10:53:41.528408,88828,657360,125677,50,30224,5394,14,1,1514
2025-03-13T10:53:41.622138,89048,657268,126507,50,30286,5465,8,5,1524
2025-03-13T10:53:41.725912,89454,1314529,126013,39,30428,5447,9,1,1514
2025-03-13T10:53:41.824144,89056,658086,126941,51,30350,5569,13,1,1511
2025-03-13T10:53:41.933503,89127,1316730,127341,41,30216,5505,13,1,1474
2025-03-13T10:53:42.019133,89158,1974347,127188,33,30516,5413,9,1,1544
2025-03-13T10:53:42.112860,89434,658511,126947,41,30333,5553,15,1,1478
2025-03-13T10:53:42.222212,90594,658066,127319,57,31047,5505,16,4,1550
2025-03-13T10:53:42.331575,90921,657455,128164,41,31241,5705,11,3,1577
2025-03-13T10:53:42.425288,90663,658996,128935,40,31078,5633,11,1,1510
2025-03-13T10:53:42.519015,91317,1318629,129289,37,31321,5739,9,1,1606
2025-03-13T10:53:42.628428,91538,1977403,129777,42,31389,5919,12,2,1651
2025-03-13T10:53:42.721059,92395,659923,130496,47,31729,5921,14,1,1644
2025-03-13T10:53:42.817799,92230,1318461,130168,37,31674,5821,16,1,1603
2025-03-13T10:53:42.912532,92091,659796,131784,40,31591,5849,9,2,1594
2025-03-13T10:53:43.021888,93245,659656,131832,45,31805,5952,13,1,1636
2025-03-13T10:53:43.131252,93950,1319761,132235,46,32048,5976,14,1,1707
2025-03-13T10:53:43.224967,93202,660466,132779,52,31929,5976,19,3,1638
2025-03-13T10:53:43.318696,93918,659652,132347,47,32075,6142,14,3,1731
2025-03-13T10:53:43.428042,94072,1319569,133960,33,32172,6308,12,0,1766
2025-03-13T10:53:43.521770,93883,1978737,133908,56,32067,6112,15,0,1713
2025-03-13T10:53:43.629110,94165,660415,133929,28,32318,6253,6,1,1749
2025-03-13T10:53:43.723376,94849,661493,135070,56,32540,6234,16,1,1736
2025-03-13T10:53:43.832722,94369,661049,135410,37,32471,6123,7,0,1710
2025-03-13T10:53:43.923862,95118,660652,135318,44,32596,6193,9,0,1767
2025-03-13T10:53:44.017587,95584,1321080,134826,52,32801,6335,21,0,1766
2025-03-13T10:53:44.111318,95432,661000,270948,57,32717,6380,18,0,1848
2025-03-13T10:53:44.236295,95425,661391,135434,55,32972,6273,21,3,1794
2025-03-13T10:53:44.330038,95831,661687,135821,52,32861,6366,14,5,1773
2025-03-13T10:53:44.423746,96164,661487,136097,40,32997,6321,11,1,1777
2025-03-13T10:53:44.517848,96362,660984,135850,54,33062,6376,18,2,1807
2025-03-13T10:53:44.627044,96565,661373,135848,62,32803,6234,18,2,1674
2025-03-13T10:53:44.720771,96466,660929,136602,67,33128,6388,17,1,1758
2025-03-13T10:53:44.818514,96535,661473,136556,50,33204,6448,17,1,1844
2025-03-13T10:53:44.912243,96574,661295,136491,48,33002,6470,9,5,1836
2025-03-13T10:53:45.037228,96719,661306,137017,35,32986,6591,6,1,1804
2025-03-13T10:53:45.130957,96777,661879,136688,44,33359,6684,9,2,1901
2025-03-13T10:53:45.224674,96808,661624,136758,28,33073,6489,3,1,1887
2025-03-13T10:53:45.318397,97058,661039,137967,38,33377,6584,14,3,1862
2025-03-13T10:53:45.432261,96872,1322386,137420,43,33425,6480,10,4,1896
2025-03-13T10:53:45.525993,97598,661117,137267,49,33470,6508,15,5,1903
2025-03-13T10:53:45.619720,97563,661997,138360,58,33525,6677,18,1,1865
2025-03-13T10:53:45.720994,97904,662498,138208,33,33620,6664,6,0,1894
2025-03-13T10:53:45.830344,98229,662021,138664,47,33719,6708,11,1,1934
2025-03-13T10:53:45.922993,97967,663885,138415,52,33901,6698,19,1,1918
2025-03-13T10:53:46.016725,98241,662841,139216,46,34058,6667,11,2,1868
2025-03-13T10:53:46.126078,98875,662433,139473,43,34085,6761,12,2,1964
2025-03-13T10:53:46.235425,98674,662493,140328,47,33866,6818,17,3,1883
2025-03-13T10:53:46.329174,99278,1324214,140534,59,34077,7006,20,1,1970
2025-03-13T10:53:46.422881,99099,1986292,281325,42,34382,6841,10,2,1908
2025-03-13T10:53:46.516609,99406,663312,141200,46,34418,6752,19,2,1893
2025-03-13T10:53:46.633147,100012,663248,141991,45,34290,6929,10,2,1957
2025-03-13T10:53:46.726885,100071,1326639,141884,42,34636,6895,10,2,1960
2025-03-13T10:53:46.822515,101240,1990226,142615,48,34879,7127,17,1,1958
2025-03-13T10:53:46.916250,101056,664470,143182,55,35083,7075,20,1,2012
2025-03-13T10:53:47.025599,101363,664302,144645,48,35040,7064,9,1,1985
2025-03-13T10:53:47.119332,101978,664029,144500,58,35260,7135,19,4,1982
2025-03-13T10:53:47.228688,102522,664712,144683,50,35280,7224,13,3,2030
2025-03-13T10:53:47.338025,102601,664748,145907,47,35470,7317,15,2,2081
2025-03-13T10:53:47.431753,103753,665171,146002,41,35959,7388,16,1,2031
2025-03-13T10:53:47.525487,104120,664609,145870,34,35900,7391,11,1,2056
2025-03-13T10:53:47.617991,103617,664980,147549,51,35601,7465,11,1,2180
2025-03-13T10:53:47.727339,104875,665134,147523,50,36340,7485,23,3,2121
2025-03-13T10:53:47.827142,105031,666257,148124,39,36264,7617,10,1,2159
2025-03-13T10:53:47.920876,105294,1332288,148695,52,36172,7585,12,2,2105
2025-03-13T10:53:48.030215,105445,665495,148674,43,36687,7650,13,2,2173
2025-03-13T10:53:48.139574,105692,1333125,149359,44,36750,7812,11,0,2222
2025-03-13T10:53:48.233292,105756,666334,149976,45,36373,7750,11,3,2215
2025-03-13T10:53:48.327031,212045,666660,150567,36,36764,7903,10,2,2222
2025-03-13T10:53:48.420773,106806,666343,150249,52,37247,7854,16,4,2148
2025-03-13T10:53:48.530314,106504,668412,150651,61,36935,7805,11,3,2264
2025-03-13T10:53:48.625851,107449,1334594,150745,55,37218,7864,13,4,2242
2025-03-13T10:53:48.732098,107589,666765,151459,56,37209,7973,13,2,2242
2025-03-13T10:53:48.816230,107569,1334584,152042,55,37253,8052,14,4,2218
2025-03-13T10:53:48.941186,108291,668213,152340,50,37801,8135,16,4,2291
2025-03-13T10:53:49.034914,108349,667114,152759,42,37668,7999,14,1,2263
2025-03-13T10:53:49.128660,109191,1334855,153258,50,37998,8160,11,6,2284
2025-03-13T10:53:49.222372,109450,2002647,154804,34,37737,8296,7,2,2296
2025-03-13T10:53:49.331719,109392,669414,154235,48,37924,8287,11,2,2331
2025-03-13T10:53:49.425452,110070,669270,154598,34,38396,8178,8,3,2335
2025-03-13T10:53:49.532819,110605,1336528,155199,59,38318,8332,17,4,2384
2025-03-13T10:53:49.624968,110718,667645,156364,53,38460,8501,16,8,2395
2025-03-13T10:53:49.734316,110948,669423,156444,30,38626,8402,10,1,2362
2025-03-13T10:53:49.822442,111494,668315,156799,53,38777,8404,17,1,2372
2025-03-13T10:53:49.931791,111993,670078,157370,44,39120,8597,15,2,2395
2025-03-13T10:53:50.025543,112603,669327,158159,44,39069,8696,8,1,2422
2025-03-13T10:53:50.134873,112621,669718,158491,31,39315,8937,13,2,2597
2025-03-13T10:53:50.228597,112845,670229,158703,31,39383,8764,10,0,2483
2025-03-13T10:53:50.322327,112997,669475,159238,33,39540,8858,8,1,2630
2025-03-13T10:53:50.416086,112940,1340058,159567,35,39449,8635,11,1,2475
2025-03-13T10:53:50.529019,226383,670289,158812,41,39478,8711,12,3,2503
2025-03-13T10:53:50.629768,113779,670354,159769,47,39858,8902,10,2,2570
2025-03-13T10:53:50.723494,113369,1339794,160099,42,39484,8902,3,4,2520
2025-03-13T10:53:50.817738,113333,671168,160932,63,39290,9026,16,1,2556
2025-03-13T10:53:50.942758,113384,1343484,159537,41,39713,8849,16,2,2510
2025-03-13T10:53:51.036436,113686,670096,160143,33,39708,8902,8,4,2539
2025-03-13T10:53:51.130162,114350,670457,160444,50,40359,9094,16,2,2647
2025-03-13T10:53:51.223913,113738,672272,160735,43,39662,8859,11,1,2488
2025-03-13T10:53:51.333240,113465,674218,161246,32,39648,8966,7,1,2516
2025-03-13T10:53:51.426967,114033,668456,161125,46,39619,8983,16,1,2617
2025-03-13T10:53:51.532214,114569,667998,160475,44,39718,8911,7,1,2461
2025-03-13T10:53:51.618338,228704,670161,161133,44,39639,9138,16,0,2599
2025-03-13T10:53:51.727691,114095,1340239,160452,39,39699,8932,14,2,2482
2025-03-13T10:53:51.831429,114116,668001,160799,42,39742,8966,11,3,2457
2025-03-13T10:53:51.925167,114138,1339326,161408,29,39947,8925,8,1,2565
2025-03-13T10:53:52.018885,228853,670380,161645,59,40167,8961,19,2,2507
2025-03-13T10:53:52.128243,114940,672193,161840,55,40084,9030,17,4,2547
2025-03-13T10:53:52.221962,114464,1343933,161624,49,40099,8986,12,1,2557
2025-03-13T10:53:52.331309,114891,670673,323850,51,39969,9148,13,1,2570
2025-03-13T10:53:52.428583,114587,671151,161673,38,40221,9208,12,3,2686
2025-03-13T10:53:52.539456,115128,1342810,162497,46,40190,9180,17,6,2619
2025-03-13T10:53:52.633182,114426,670699,324633,47,40155,9099,15,1,2624
2025-03-13T10:53:52.732923,115065,670537,161536,44,40244,9136,9,1,2546
2025-03-13T10:53:52.826649,115380,671525,162411,43,40068,9249,16,3,2578
2025-03-13T10:53:52.936002,115018,669969,161898,42,40448,9069,16,1,2572
2025-03-13T10:53:53.029726,114723,671524,162014,35,39956,9151,10,1,2591
2025-03-13T10:53:53.123456,115109,670635,163110,45,40064,9189,12,3,2527
2025-03-13T10:53:53.232803,115378,672206,163068,47,40285,9278,14,1,2588
2025-03-13T10:53:53.326532,114849,671775,161729,43,40129,9207,10,1,2676
2025-03-13T10:53:53.422823,115373,1342610,162467,45,40216,9203,12,7,2585
2025-03-13T10:53:53.528589,115249,2015226,162383,30,40317,9038,5,1,2643
2025-03-13T10:53:53.653518,115773,671030,162714,40,40192,9235,11,2,2585
2025-03-13T10:53:53.731622,114891,671585,162864,46,40132,9244,10,1,2629
2025-03-13T10:53:53.825390,230335,1342897,162131,40,80366,9106,14,1,2589
2025-03-13T10:53:53.919118,115287,671836,162386,46,40083,9250,11,2,2595
2025-03-13T10:53:54.044050,114907,670984,162668,43,39817,9350,17,0,2598
2025-03-13T10:53:54.137783,115525,670635,161871,38,40164,9095,13,2,2544
2025-03-13T10:53:54.231509,115665,670853,161642,43,40489,8966,7,1,2477
2025-03-13T10:53:54.325241,115407,671611,162530,52,40479,9215,16,4,2696
2025-03-13T10:53:54.438227,115260,671272,324542,50,40395,9190,14,3,2651
2025-03-13T10:53:54.525855,114218,670641,161783,50,40010,9036,14,2,2537
2025-03-13T10:53:54.625591,114511,670060,322665,38,40102,9091,15,0,2539
2025-03-13T10:53:54.719326,114968,670579,161508,33,40225,8916,6,0,2598
2025-03-13T10:53:54.844297,114602,1342399,161723,36,40159,9055,14,2,2598
2025-03-13T10:53:54.938024,113878,2012915,160950,35,39755,9089,9,2,2547
2025-03-13T10:53:55.031751,113945,670656,160458,49,39699,8879,14,2,2532
2025-03-13T10:53:55.125479,114076,1341051,161208,49,39475,8924,18,1,2520
2025-03-13T10:53:55.234831,113417,671219,160347,38,39706,8791,7,0,2545
2025-03-13T10:53:55.344179,114029,669954,160277,44,39805,8946,11,0,2545
2025-03-13T10:53:55.428801,112994,669760,160681,43,39382,8801,14,5,2476
2025-03-13T10:53:55.518939,113419,670753,159129,46,39609,9017,16,1,2587
2025-03-13T10:53:55.643909,112887,669488,159861,47,39560,8782,9,4,2560
2025-03-13T10:53:55.726533,113124,668564,159258,32,39205,8746,10,1,2503
2025-03-13T10:53:55.835900,111945,669664,158618,48,38857,8603,7,1,2394
2025-03-13T10:53:55.929609,111655,670211,158630,41,38764,8696,12,3,2437
2025-03-13T10:53:56.038958,111936,1340324,157660,36,39051,8681,9,1,2431
2025-03-13T10:53:56.132690,111500,669478,315079,42,38900,8625,11,1,2474
2025-03-13T10:53:56.226414,111097,668787,156850,58,38336,8526,18,1,2427
2025-03-13T10:53:56.323689,111222,668794,156241,44,38802,8466,7,1,2468
2025-03-13T10:53:56.444058,110430,668663,156412,44,38504,8426,16,3,2373
2025-03-13T10:53:56.537788,109942,1336360,155544,51,38275,8382,14,2,2392
2025-03-13T10:53:56.625416,110303,668934,155846,43,38342,8385,7,0,2430
2025-03-13T10:53:56.719151,109590,668533,154925,50,38101,8174,15,0,2320
2025-03-13T10:53:56.844116,109354,668083,154609,45,37984,8285,15,1,2333
2025-03-13T10:53:56.937873,109007,667977,153326,37,37690,8029,12,4,2248
2025-03-13T10:53:57.031572,108393,667918,153237,50,37622,8146,10,4,2289
2025-03-13T10:53:57.125300,108605,666653,152885,50,37425,8340,15,1,2365
2025-03-13T10:53:57.234761,108538,1335933,305391,58,37793,7970,17,1,2274
2025-03-13T10:53:57.335414,107897,2003667,151825,37,37403,8086,13,0,2280
2025-03-13T10:53:57.437150,107375,667619,151839,55,37272,7829,15,4,2212
2025-03-13T10:53:57.533891,106814,666826,302670,61,37179,7830,16,3,2225
2025-03-13T10:53:57.643253,107255,666824,151204,35,37105,7868,10,1,2221
2025-03-13T10:53:57.736980,106312,666809,150422,43,36644,7903,14,2,2187
2025-03-13T10:53:57.830705,106464,665184,149622,50,36782,7869,16,1,2195
2025-03-13T10:53:57.924433,105792,665819,148719,56,36525,7706,14,2,2139
2025-03-13T10:53:58.033782,105339,1332333,148427,51,36321,7675,10,1,2173
2025-03-13T10:53:58.127511,105313,666790,148388,41,36612,7687,11,1,2160
2025-03-13T10:53:58.235766,105142,666649,147715,52,36541,7571,14,1,2208
2025-03-13T10:53:58.329494,103882,665414,147671,54,35666,7648,16,3,2084
2025-03-13T10:53:58.428751,103781,664997,147115,30,35746,7299,7,1,2018
2025-03-13T10:53:58.529004,103453,664096,146412,52,35715,7514,20,1,2111
2025-03-13T10:53:58.622725,102657,665479,145797,48,35589,7263,9,2,2041
2025-03-13T10:53:58.732075,102440,1330297,144729,44,35485,7343,14,3,2002
2025-03-13T10:53:58.841425,102369,664639,143993,48,35431,7146,16,3,1977
2025-03-13T10:53:58.935170,101618,663900,144254,49,35025,7286,13,2,2079
2025-03-13T10:53:59.028879,101530,664322,143369,36,35088,7092,8,1,1998
2025-03-13T10:53:59.141930,101263,664494,142821,48,35188,7078,10,2,2008
2025-03-13T10:53:59.235559,100734,663375,142144,40,34576,6939,12,2,1901
2025-03-13T10:53:59.329287,100118,664503,141832,49,34423,7027,14,2,1999
2025-03-13T10:53:59.432031,99792,663497,141142,35,34528,6868,15,2,1967
2025-03-13T10:53:59.541378,99197,663193,141504,44,34262,6707,16,1,1917
2025-03-13T10:53:59.635108,99240,662989,140159,39,34133,6749,16,2,1784
2025-03-13T10:53:59.728834,98751,662250,140319,47,34132,6735,12,3,1918
2025-03-13T10:53:59.822581,98631,1325036,139147,39,33868,6637,11,0,1874
2025-03-13T10:53:59.947534,98376,662918,138112,51,33767,6689,11,3,1854
2025-03-13T10:54:00.041278,98463,1324697,138227,51,33770,6732,10,2,1828
2025-03-13T10:54:00.137070,97940,662198,138907,47,33730,6781,9,1,1891
2025-03-13T10:54:00.232327,97125,661716,137284,33,33397,6473,8,1,1817
2025-03-13T10:54:00.341665,96627,659755,137384,51,33497,6520,19,1,1850
2025-03-13T10:54:00.436933,96484,661347,135796,40,33354,6361,9,2,1798
2025-03-13T10:54:00.530657,96310,660944,135057,42,33005,6399,8,1,1776
2025-03-13T10:54:00.624385,95299,661145,134532,45,32854,6336,13,1,1756
2025-03-13T10:54:00.733736,94889,660966,134558,45,32323,6180,7,1,1720
2025-03-13T10:54:00.843084,94905,659853,133811,48,32394,6318,16,1,1799
2025-03-13T10:54:00.936815,94209,659387,133187,43,31963,6181,8,1,1734
2025-03-13T10:54:01.030542,93745,660569,132429,48,32352,6205,20,1,1800
2025-03-13T10:54:01.140270,93094,660928,132940,47,31869,5931,13,2,1754
2025-03-13T10:54:01.233385,92893,659783,132721,43,31787,6007,11,2,1649
2025-03-13T10:54:01.331155,93228,659628,131845,64,31944,6112,19,1,1694
2025-03-13T10:54:01.424901,92443,659501,130818,45,31650,6080,12,3,1692
2025-03-13T10:54:01.534266,91955,658519,130463,54,31663,5766,16,1,1621
2025-03-13T10:54:01.643617,91835,659013,130745,52,31228,5866,17,1,1607
2025-03-13T10:54:01.737329,92109,1317631,129799,44,31565,5904,10,1,1679
2025-03-13T10:54:01.831084,91469,658596,259615,36,31213,5943,14,1,1645
2025-03-13T10:54:01.940410,91493,657801,130084,39,31344,5905,15,1,1677
2025-03-13T10:54:02.034137,91590,1316564,129090,49,31281,5695,10,3,1537
2025-03-13T10:54:02.127878,91541,659017,128954,39,31529,5861,12,1,1683
2025-03-13T10:54:02.232150,91672,658748,129306,50,31186,5769,14,1,1591
2025-03-13T10:54:02.341491,90760,1317108,129249,56,31140,5686,17,1,1607
2025-03-13T10:54:02.436230,91040,657716,129717,51,31045,5624,17,3,1584
2025-03-13T10:54:02.529958,90901,659721,128716,46,31208,5759,15,2,1595
2025-03-13T10:54:02.623686,91268,658120,129145,51,30945,5747,11,0,1597
2025-03-13T10:54:02.733033,90767,657647,129057,51,31063,5714,22,1,1586
2025-03-13T10:54:02.842385,91222,1316627,130336,51,30954,5993,11,5,1613
2025-03-13T10:54:02.936111,182544,657859,128769,50,31201,5808,14,5,1601
2025-03-13T10:54:03.029883,91350,658569,129430,41,31329,5729,9,1,1613
2025-03-13T10:54:03.137158,90764,659682,128874,36,31127,5675,11,2,1683
2025-03-13T10:54:03.232896,91214,659027,128954,39,31227,5820,9,1,1621
2025-03-13T10:54:03.326623,91467,658683,259000,46,31256,5689,16,2,1569
2025-03-13T10:54:03.431369,91800,658397,130324,32,31121,5834,8,1,1616
2025-03-13T10:54:03.540753,92124,659206,130220,39,31475,5803,13,2,1657
2025-03-13T10:54:03.634449,92070,658603,130512,34,31630,5863,9,1,1648
2025-03-13T10:54:03.728173,92060,659302,130808,50,31284,5951,15,2,1737
2025-03-13T10:54:03.825423,92205,658798,130580,49,31504,5953,17,1,1631
2025-03-13T10:54:03.934774,92556,1317008,130983,38,31695,5936,8,1,1618
2025-03-13T10:54:04.044123,92556,659132,131716,46,31704,5984,11,3,1678
2025-03-13T10:54:04.137871,92773,658633,131182,55,31841,5998,18,0,1667
2025-03-13T10:54:04.227544,93245,659290,131059,41,31964,5887,15,0,1645
2025-03-13T10:54:04.336894,93368,1318284,131592,39,31788,6009,10,0,1685
2025-03-13T10:54:04.438037,92498,658968,132133,37,31452,5909,7,0,1626
2025-03-13T10:54:04.531765,93389,659592,132615,45,31957,6041,10,1,1659
2025-03-13T10:54:04.625494,92934,659646,264070,53,31893,5916,13,3,1692
2025-03-13T10:54:04.734842,93831,1319557,131997,37,32462,6034,13,2,1674
2025-03-13T10:54:04.844209,94077,659878,132661,38,32195,6101,6,1,1655
2025-03-13T10:54:04.937921,93763,659027,132559,51,32311,6018,16,3,1705
2025-03-13T10:54:05.047271,93924,659401,132778,40,32259,6112,14,1,1715
2025-03-13T10:54:05.140997,93616,659699,132801,36,31908,6136,13,1,1668
2025-03-13T10:54:05.238622,93495,671528,133252,53,32450,6017,17,1,1699
2025-03-13T10:54:05.327753,94139,1342513,132627,61,32799,6030,21,1,1742
2025-03-13T10:54:05.450600,94249,2002704,132321,49,32262,6105,11,2,1758
2025-03-13T10:54:05.544362,93573,659320,132763,38,32080,6040,11,1,1708
2025-03-13T10:54:05.638083,93315,659943,132131,39,31992,6170,15,1,1751
2025-03-13T10:54:05.731810,92977,659940,131827,39,32034,5978,8,0,1647
2025-03-13T10:54:05.841157,93145,1319776,131513,50,31780,6009,18,0,1651
2025-03-13T10:54:05.934887,92035,660279,131017,42,31488,5840,9,0,1675
2025-03-13T10:54:06.044236,92299,658529,130986,41,31542,5799,7,4,1673
2025-03-13T10:54:06.138142,91943,658682,130095,35,31478,5751,12,1,1562
2025-03-13T10:54:06.244322,91591,657783,128935,49,31220,5777,14,3,1537
2025-03-13T10:54:06.338058,90758,657021,128336,45,30939,5695,18,4,1630
2025-03-13T10:54:06.435798,90388,656480,127575,51,30812,5780,19,1,1632
2025-03-13T10:54:06.529527,89948,656326,125745,43,30794,5615,14,1,1632
2025-03-13T10:54:06.638879,88103,656677,125373,39,30049,5402,12,0,1503
2025-03-13T10:54:06.748225,87979,655734,124530,36,30050,5386,13,0,1527
2025-03-13T10:54:06.841961,86827,656491,123217,42,29517,5231,11,0,1447
2025-03-13T10:54:06.935685,85564,655880,122306,52,29144,5023,22,0,1384
2025-03-13T10:54:07.045031,84940,654808,121021,46,28854,4959,16,3,1397
