TimeStamp,NbrPulseA,NbrPulseB,NbrPulseC,NbrPulseD,NbrCoincidencePulseAB,NbrCoincidencePulseAC,NbrCoincidencePulseDB,NbrCoincidencePulseDC,NbrCoincidencePulseABC 
2025-03-13T10:55:34.683305,71102,645610,101654,46,23803,3458,16,1,952
2025-03-13T10:55:34.792655,71214,645694,101495,49,23999,3600,12,1,963
2025-03-13T10:55:34.888859,71321,1290802,101697,40,23860,3549,8,4,979
2025-03-13T10:55:34.997098,71427,644966,101393,49,23949,3518,8,3,939
2025-03-13T10:55:35.088723,71371,645247,101373,34,23843,3476,9,2,884
2025-03-13T10:55:35.198076,71626,1289803,101596,45,23871,3660,6,1,1043
2025-03-13T10:55:35.291800,71187,644797,100921,47,23812,3513,21,1,979
2025-03-13T10:55:35.385542,71136,645390,101427,44,24195,3410,11,1,963
2025-03-13T10:55:35.494909,71103,645592,100643,49,23903,3511,13,2,993
2025-03-13T10:55:35.604228,71052,645503,101346,42,23659,3467,10,1,938
2025-03-13T10:55:35.697956,71375,645002,100944,48,23876,3587,17,2,944
2025-03-13T10:55:35.791684,71142,1290383,100990,41,23673,3512,10,1,959
2025-03-13T10:55:35.891004,71376,1935987,100836,46,24315,3494,10,1,964
2025-03-13T10:55:36.000354,71210,2579678,101282,52,24071,3595,16,1,980
2025-03-13T10:55:36.101095,70960,645483,101302,43,23905,3464,12,1,968
2025-03-13T10:55:36.195855,70962,646021,101542,44,24026,3501,5,3,953
2025-03-13T10:55:36.289587,70875,645551,101626,40,23686,3330,6,0,933
2025-03-13T10:55:36.398934,71355,644137,100956,49,23829,3484,11,1,913
2025-03-13T10:55:36.492693,70847,641986,101093,57,24025,3461,13,1,972
2025-03-13T10:55:36.586388,71095,643683,101001,41,23787,3480,11,1,930
2025-03-13T10:55:36.680116,71143,644091,100819,47,24069,3459,9,1,914
2025-03-13T10:55:36.805089,70676,1287928,101263,36,23648,3434,12,2,988
2025-03-13T10:55:36.894564,70735,1931420,101163,57,23786,3489,21,1,949
2025-03-13T10:55:36.988295,70451,2575761,101010,50,23676,3500,14,3,941
2025-03-13T10:55:37.083051,71232,645475,101116,45,23769,3453,12,1,955
2025-03-13T10:55:37.204911,70792,645155,101932,39,23787,3489,7,0,949
2025-03-13T10:55:37.298640,71261,1289922,101021,61,23795,3463,18,4,950
2025-03-13T10:55:37.392377,71128,1935242,101110,64,24022,3496,16,3,930
2025-03-13T10:55:37.486095,71292,645206,101130,51,23987,3452,11,2,947
2025-03-13T10:55:37.595444,71196,645926,101211,39,23764,3553,11,0,963
2025-03-13T10:55:37.689173,71357,645032,100996,54,23756,3443,15,1,904
2025-03-13T10:55:37.782901,71256,1290711,101013,44,23911,3508,8,1,956
2025-03-13T10:55:37.892344,141972,645792,101427,49,23828,3471,19,1,934
2025-03-13T10:55:37.998559,212926,644552,101199,48,24178,3456,15,3,994
2025-03-13T10:55:38.092283,71264,644725,102007,43,23995,3550,11,1,1014
2025-03-13T10:55:38.197534,71381,647399,101369,57,24070,3543,20,3,995
2025-03-13T10:55:38.291269,71406,1293387,101461,50,23831,3505,10,2,992
2025-03-13T10:55:38.400612,71031,644708,101211,43,23886,3492,14,2,989
2025-03-13T10:55:38.494340,71181,1288224,100630,37,23876,3536,13,0,964
2025-03-13T10:55:38.588067,71062,640539,101183,46,23939,3392,8,0,915
2025-03-13T10:55:38.697417,70844,642826,101738,42,23735,3586,14,1,1013
2025-03-13T10:55:38.791144,71418,646002,102047,51,23816,3500,16,1,927
2025-03-13T10:55:38.900494,71519,645149,101136,46,24044,3431,18,0,946
2025-03-13T10:55:38.992119,71661,1289178,101838,45,24044,3506,16,1,910
2025-03-13T10:55:39.101468,71444,644029,101913,46,23904,3461,13,1,962
2025-03-13T10:55:39.204713,72056,1288611,203510,46,24213,3570,12,1,953
2025-03-13T10:55:39.290875,71623,1932448,101763,46,23975,3514,16,2,956
2025-03-13T10:55:39.384590,71479,2579391,101633,37,24017,3506,7,1,972
2025-03-13T10:55:39.509561,143221,646901,102256,43,24168,3620,11,1,981
2025-03-13T10:55:39.603289,71366,645661,101974,44,23748,3568,11,0,921
2025-03-13T10:55:39.697020,71152,644484,101895,42,24183,3455,13,0,936
2025-03-13T10:55:39.790746,71489,643109,101927,37,23893,3593,9,0,935
2025-03-13T10:55:39.900145,71788,1288189,102853,49,23926,3636,13,0,933
2025-03-13T10:55:39.991286,71848,1933017,102035,51,24192,3660,14,3,1007
2025-03-13T10:55:40.088546,71435,641157,101923,61,24002,3480,18,0,979
2025-03-13T10:55:40.183270,71754,643511,102554,34,24099,3618,11,1,976
2025-03-13T10:55:40.308246,71783,649362,102153,45,24160,3545,11,1,923
2025-03-13T10:55:40.401979,71951,1297310,102564,55,23982,3604,14,1,994
2025-03-13T10:55:40.495717,72015,1942890,102612,58,24170,3568,15,2,957
2025-03-13T10:55:40.589461,71701,646682,102348,39,24040,3618,12,1,997
2025-03-13T10:55:40.698780,71977,645711,102504,42,23972,3673,12,1,992
2025-03-13T10:55:40.792516,71876,646653,102775,44,23995,3553,6,1,1010
2025-03-13T10:55:40.905903,71978,647431,102405,43,24185,3557,10,2,1004
2025-03-13T10:55:40.992031,71977,647058,103137,40,24181,3557,8,1,960
2025-03-13T10:55:41.101389,144231,647236,102247,42,24512,3519,12,0,959
2025-03-13T10:55:41.206668,71949,647974,102928,43,24069,3657,10,0,1091
2025-03-13T10:55:41.300391,71990,647492,103007,45,24301,3646,11,2,994
2025-03-13T10:55:41.394119,72145,647231,102245,47,24289,3627,14,1,954
2025-03-13T10:55:41.503468,72232,647344,102579,63,24238,3630,16,4,1000
2025-03-13T10:55:41.597200,72359,647158,102856,42,24335,3563,9,1,1050
2025-03-13T10:55:41.690923,72100,1294270,205558,45,24175,3638,9,1,1047
2025-03-13T10:55:41.784654,71799,646445,103139,56,24183,3638,17,1,1011
2025-03-13T10:55:41.903526,72114,645695,102981,42,24168,3613,17,1,1041
2025-03-13T10:55:41.998271,71763,646409,103151,37,23983,3550,10,1,1006
2025-03-13T10:55:42.092010,71861,646338,102231,48,23993,3494,8,1,960
2025-03-13T10:55:42.185124,71804,1294096,102362,46,24355,3537,14,1,957
2025-03-13T10:55:42.294474,71962,648155,102074,29,24060,3563,7,1,947
2025-03-13T10:55:42.403840,71761,646486,102763,42,24250,3578,11,3,949
2025-03-13T10:55:42.497553,71711,646678,102748,47,24060,3588,11,1,999
2025-03-13T10:55:42.591279,71601,646558,101689,28,23998,3497,4,1,933
2025-03-13T10:55:42.700629,71762,1293729,102333,28,23983,3574,6,1,971
2025-03-13T10:55:42.794357,71643,647572,102083,48,24086,3671,14,1,1003
2025-03-13T10:55:42.888085,71654,646739,101955,44,24285,3557,21,1,993
2025-03-13T10:55:42.984030,72065,647195,101494,53,23879,3558,13,1,989
2025-03-13T10:55:43.096416,71323,646579,101754,48,24078,3580,13,1,998
2025-03-13T10:55:43.205768,71541,647406,102754,43,23782,3524,11,1,957
2025-03-13T10:55:43.300028,71826,646914,204398,36,24232,3548,9,0,951
2025-03-13T10:55:43.393752,71959,646373,102232,50,24228,3608,17,0,951
2025-03-13T10:55:43.503121,71660,646762,102396,48,24000,3595,6,1,1007
2025-03-13T10:55:43.596830,143321,647570,204421,36,23967,7239,8,2,984
2025-03-13T10:55:43.690571,71515,647409,101869,40,24041,3659,10,2,980
2025-03-13T10:55:43.784288,71330,646697,101673,42,23940,3536,8,0,985
2025-03-13T10:55:43.909256,71299,647496,101507,43,23881,3582,7,0,999
2025-03-13T10:55:44.004010,71438,646625,101102,51,23827,3397,13,1,936
2025-03-13T10:55:44.100268,71064,1293140,101925,47,23770,3548,5,1,1001
2025-03-13T10:55:44.193997,70865,647643,101941,40,23519,3441,13,3,929
2025-03-13T10:55:44.295253,70782,646178,101608,46,23656,3518,14,1,977
2025-03-13T10:55:44.404604,71006,1293867,101747,61,23708,3641,19,1,995
2025-03-13T10:55:44.498337,70851,646908,101170,56,23778,3563,15,2,1037
2025-03-13T10:55:44.607683,71432,646788,101861,38,24019,3559,13,1,950
2025-03-13T10:55:44.701409,71054,646579,100809,40,24046,3426,10,1,931
2025-03-13T10:55:44.795137,71178,646735,101307,46,23884,3497,11,0,929
2025-03-13T10:55:44.888866,70487,646748,101099,53,23487,3440,16,0,960
2025-03-13T10:55:45.010896,71176,1293797,100229,46,23960,3453,11,3,936
2025-03-13T10:55:45.105137,70257,1940722,99799,38,23659,3300,15,1,859
2025-03-13T10:55:45.198876,70551,645479,100735,62,23587,3536,14,2,919
2025-03-13T10:55:45.360096,70412,646366,100588,35,23526,3423,13,1,894
2025-03-13T10:55:45.406959,70653,1292380,100324,41,23626,3411,14,0,908
2025-03-13T10:55:45.500694,70466,646533,100409,40,23725,3458,15,0,883
2025-03-13T10:55:45.594416,70328,646260,100312,50,23785,3446,17,3,980
2025-03-13T10:55:45.688142,70321,647164,100266,36,23663,3468,11,1,927
2025-03-13T10:55:45.813115,70863,647279,100574,49,23839,3505,13,0,939
2025-03-13T10:55:45.906842,70684,1292973,100619,49,23735,3306,12,2,912
2025-03-13T10:55:46.000586,70435,1939198,100081,43,23383,3477,11,0,916
2025-03-13T10:55:46.089824,70386,646504,100477,40,23423,3450,12,0,937
2025-03-13T10:55:46.212692,70735,646747,99749,42,23543,3422,11,0,906
2025-03-13T10:55:46.306421,69981,646247,100080,47,23457,3330,9,1,871
2025-03-13T10:55:46.403163,70219,646649,100154,40,23507,3346,7,0,916
2025-03-13T10:55:46.496896,69913,646908,99688,33,23433,3327,8,0,877
2025-03-13T10:55:46.606240,69487,646405,99700,35,23190,3353,14,1,904
2025-03-13T10:55:46.700017,69996,646997,100357,52,23478,3390,12,1,915
2025-03-13T10:55:46.793700,69955,644932,99572,46,23280,3357,13,1,915
2025-03-13T10:55:46.887424,69514,647208,100123,47,23377,3382,14,0,906
2025-03-13T10:55:47.016916,69381,647178,99352,36,23395,3406,6,2,943
2025-03-13T10:55:47.095047,69937,645226,99445,36,23552,3311,8,1,909
2025-03-13T10:55:47.196810,70385,646047,98882,41,23660,3317,12,3,873
2025-03-13T10:55:47.286427,69979,645247,99710,37,23512,3274,10,1,891
2025-03-13T10:55:47.411403,69834,646514,98728,56,23369,3347,12,1,911
2025-03-13T10:55:47.505134,70071,645859,99190,38,23467,3296,12,1,919
2025-03-13T10:55:47.598885,69144,645877,99245,45,23176,3307,14,1,898
2025-03-13T10:55:47.692593,69272,646019,99312,51,23295,3359,18,2,973
2025-03-13T10:55:47.801936,69641,646020,99476,45,23259,3350,10,1,942
2025-03-13T10:55:47.895684,69400,1291912,99129,49,23205,3333,10,1,889
2025-03-13T10:55:47.993962,69070,645995,98898,40,23090,3336,13,3,891
2025-03-13T10:55:48.086080,69394,646666,99051,51,23223,3353,11,1,930
2025-03-13T10:55:48.211056,69130,645682,98884,51,23249,3288,19,2,888
2025-03-13T10:55:48.299712,69300,646672,99118,46,23363,3333,13,0,937
2025-03-13T10:55:48.393437,69517,1291777,99229,38,23035,3302,10,0,911
2025-03-13T10:55:48.487165,69035,1937217,98485,51,23130,3293,18,3,911
2025-03-13T10:55:48.612158,69522,645341,98869,43,23223,3343,16,1,930
2025-03-13T10:55:48.705865,69421,645780,98657,43,23281,3291,12,1,867
2025-03-13T10:55:48.799593,68871,646131,98685,37,22997,3232,11,1,848
2025-03-13T10:55:48.893324,69234,646142,98623,54,23158,3387,16,1,919
2025-03-13T10:55:49.002672,69598,645954,98725,34,23518,3309,8,3,880
2025-03-13T10:55:49.104450,69279,644884,98562,33,23319,3324,9,1,891
2025-03-13T10:55:49.194087,68815,646282,98565,33,23103,3325,10,1,906
2025-03-13T10:55:49.287821,69669,1292751,98405,50,23230,3430,13,0,951
2025-03-13T10:55:49.405176,69277,1938322,98149,40,23237,3304,12,0,875
2025-03-13T10:55:49.498904,68949,645164,98039,57,23106,3217,16,4,845
2025-03-13T10:55:49.592631,68583,1290858,98353,45,23022,3230,14,2,859
2025-03-13T10:55:49.701981,69136,1937213,98095,56,23031,3175,15,1,844
2025-03-13T10:55:49.811330,137819,645733,98190,40,23021,3224,5,3,860
2025-03-13T10:55:49.905058,68739,1291060,98425,43,22717,3241,11,1,895
2025-03-13T10:55:49.998788,69388,644936,98826,38,23245,3380,7,1,992
2025-03-13T10:55:50.100272,69186,645285,98212,50,23151,3388,13,2,942
2025-03-13T10:55:50.201516,68681,645467,98315,37,23063,3382,9,2,883
2025-03-13T10:55:50.301251,68740,646602,98306,55,22961,3335,13,0,897
2025-03-13T10:55:50.394984,68453,645652,98106,52,22954,3399,19,2,970
2025-03-13T10:55:50.504334,68915,1291153,97815,50,23019,3278,10,1,953
2025-03-13T10:55:50.598063,68801,1937026,98014,47,22917,3300,15,1,932
2025-03-13T10:55:50.707411,69074,646584,98036,33,23128,3248,9,1,919
2025-03-13T10:55:50.801140,68700,645569,97356,38,23131,3381,12,1,932
2025-03-13T10:55:50.910489,68824,646192,97826,42,22941,3197,8,1,843
2025-03-13T10:55:50.999281,68544,1290603,98087,41,23022,3196,7,0,883
2025-03-13T10:55:51.098024,68784,645250,98315,36,23058,3318,8,0,909
2025-03-13T10:55:51.191755,68642,644645,98221,57,22921,3229,11,1,880
2025-03-13T10:55:51.303112,69013,1289993,97625,43,23225,3181,9,0,892
2025-03-13T10:55:51.412472,69126,645789,97909,40,23116,3255,7,0,849
2025-03-13T10:55:51.506189,68944,1291665,97957,37,22971,3306,11,0,887
2025-03-13T10:55:51.599919,68566,1937161,97981,39,22923,3292,7,1,884
2025-03-13T10:55:51.709265,68919,645842,97876,50,23198,3333,12,1,888
2025-03-13T10:55:51.802993,68245,645975,98148,48,23111,3326,8,0,920
2025-03-13T10:55:51.896723,68588,1290891,97793,37,22847,3259,9,0,886
2025-03-13T10:55:51.992103,68438,1937658,97688,41,22715,3282,15,1,853
2025-03-13T10:55:52.115905,68629,645461,195607,38,23067,3252,9,3,894
2025-03-13T10:55:52.209634,68241,645726,98039,41,22890,3100,5,3,869
2025-03-13T10:55:52.296250,136684,645073,98155,42,22998,3275,11,2,880
2025-03-13T10:55:52.389978,68555,646045,98039,57,22739,3254,15,1,909
2025-03-13T10:55:52.514949,68618,1292225,97948,53,22929,3274,21,0,889
2025-03-13T10:55:52.608681,68305,645498,97645,38,22823,3291,12,0,877
2025-03-13T10:55:52.702405,68565,1291291,98255,36,23070,3260,8,0,900
2025-03-13T10:55:52.796135,68192,646614,97787,51,22821,3310,19,1,857
2025-03-13T10:55:52.905484,68459,645008,97954,41,22974,3170,11,2,876
2025-03-13T10:55:52.999211,68620,645542,97203,44,23286,3275,14,3,923
2025-03-13T10:55:53.103485,68570,646046,97595,41,22951,3207,13,1,863
2025-03-13T10:55:53.197700,68481,644902,97973,34,22906,3218,11,1,868
2025-03-13T10:55:53.316565,68542,644498,97564,36,22940,3255,11,2,891
2025-03-13T10:55:53.410294,68730,645464,97462,45,22911,3273,10,1,893
2025-03-13T10:55:53.504022,68738,645244,97491,38,22938,3374,9,1,894
2025-03-13T10:55:53.597752,68475,1290904,97876,43,22964,3255,10,1,832
2025-03-13T10:55:53.707098,68391,644373,97945,33,22810,3259,6,0,869
2025-03-13T10:55:53.800827,68425,645193,97280,34,22950,3314,7,0,909
2025-03-13T10:55:53.894557,68183,1291128,97797,53,23012,3169,16,0,845
2025-03-13T10:55:54.006956,68480,645263,97574,47,23376,3322,13,1,938
2025-03-13T10:55:54.103701,68280,1290819,97863,47,22833,3209,10,1,846
2025-03-13T10:55:54.213055,68658,645674,97489,44,23050,3142,10,1,821
2025-03-13T10:55:54.301172,68822,645425,97783,43,23082,3212,7,1,858
2025-03-13T10:55:54.394901,68070,1291518,97884,50,22615,3341,15,2,917
2025-03-13T10:55:54.504250,68479,645180,97680,56,22864,3207,15,2,886
2025-03-13T10:55:54.597978,68219,1290607,97574,28,22901,3195,5,2,886
2025-03-13T10:55:54.707327,68689,645044,97266,34,23009,3235,9,1,870
2025-03-13T10:55:54.801092,68312,645190,97586,42,22809,3314,12,1,868
2025-03-13T10:55:54.910402,68328,645535,195660,43,22886,3360,16,2,923
2025-03-13T10:55:55.004074,68775,1290801,97545,42,23042,3336,9,1,889
2025-03-13T10:55:55.095700,68588,644731,195541,48,22840,3321,11,1,865
2025-03-13T10:55:55.205045,68178,644608,98250,42,22487,3287,7,1,882
2025-03-13T10:55:55.314289,68255,645100,97710,45,22939,3240,12,1,881
2025-03-13T10:55:55.408020,68413,645457,97407,47,22816,3323,10,2,869
2025-03-13T10:55:55.501742,68162,644689,97499,47,22644,3244,16,1,881
2025-03-13T10:55:55.595471,68646,644472,97608,35,23008,3224,10,1,850
2025-03-13T10:55:55.704820,68472,645837,98235,50,22935,3376,14,2,924
2025-03-13T10:55:55.798550,136996,644962,97978,47,22737,3252,10,0,883
2025-03-13T10:55:55.907906,68303,646100,97516,38,22856,3325,13,0,925
2025-03-13T10:55:56.001632,68294,645092,97434,43,22876,3244,14,3,879
2025-03-13T10:55:56.108888,68335,1290044,97237,46,22615,3275,19,1,877
2025-03-13T10:55:56.202622,68287,644245,97625,44,22765,3284,11,3,899
2025-03-13T10:55:56.305879,68513,1289247,97775,46,22817,3303,14,1,872
2025-03-13T10:55:56.415230,68777,1933830,97711,51,22870,3238,13,1,855
2025-03-13T10:55:56.508957,68519,644961,97355,48,22869,3220,12,0,888
2025-03-13T10:55:56.602685,68551,1289101,97848,36,22905,3312,9,1,876
2025-03-13T10:55:56.696413,68689,645551,97163,34,23129,3226,7,0,904
2025-03-13T10:55:56.805764,68597,645235,97328,51,22911,3233,9,0,892
2025-03-13T10:55:56.915112,68541,644876,97423,56,22866,3317,21,1,905
2025-03-13T10:55:56.998417,68324,645075,96975,31,22639,3304,7,1,924
2025-03-13T10:55:57.100686,68476,1290395,97461,41,22895,3210,13,1,844
2025-03-13T10:55:57.210034,68306,644829,97199,41,22733,3169,12,0,831
2025-03-13T10:55:57.306300,68748,645324,97209,58,22968,3313,15,1,906
2025-03-13T10:55:57.400011,68267,645344,97353,34,22789,3300,12,0,856
2025-03-13T10:55:57.493738,68396,645722,97226,42,22627,3138,12,0,855
2025-03-13T10:55:57.618709,67668,1291002,97151,38,22531,3166,6,0,836
2025-03-13T10:55:57.712437,68421,644540,97222,41,22832,3230,11,1,864
2025-03-13T10:55:57.806208,67852,645121,96903,47,22584,3204,12,1,861
2025-03-13T10:55:57.899893,68227,645087,96965,39,22923,3238,14,1,917
2025-03-13T10:55:58.010913,67963,645311,96811,40,22921,3205,8,1,892
2025-03-13T10:55:58.103030,67606,644499,97323,46,22755,3234,10,0,854
2025-03-13T10:55:58.212393,68241,643624,96782,37,22988,3158,13,0,907
2025-03-13T10:55:58.298010,68305,644680,97337,35,22802,3243,11,0,851
2025-03-13T10:55:58.407357,67837,645458,96895,43,22743,3167,11,1,892
2025-03-13T10:55:58.516706,68528,644193,96955,41,22951,3226,11,0,862
2025-03-13T10:55:58.610437,68113,645031,97430,35,22913,3248,10,0,887
2025-03-13T10:55:58.704169,68151,645503,96710,33,22795,3155,7,0,876
2025-03-13T10:55:58.813517,68046,645853,96906,37,22800,3252,10,1,911
2025-03-13T10:55:58.907240,68097,645286,97261,43,23101,3274,10,0,884
2025-03-13T10:55:59.011995,67889,645484,97244,41,22617,3213,7,0,847
2025-03-13T10:55:59.105734,68378,646059,96819,51,22912,3244,14,1,895
2025-03-13T10:55:59.221610,67725,645722,97085,46,22732,3144,9,0,907
2025-03-13T10:55:59.305245,68044,1290418,96496,43,22735,3183,16,1,874
2025-03-13T10:55:59.398969,68105,644934,96848,43,22574,3279,12,0,886
2025-03-13T10:55:59.508318,68339,1289793,96711,39,22886,3268,11,0,901
2025-03-13T10:55:59.617669,67690,645458,97010,42,22799,3115,8,2,830
2025-03-13T10:55:59.711411,67183,644441,96802,46,22436,3129,10,1,856
2025-03-13T10:55:59.805131,67550,644187,96940,42,22523,3159,18,1,871
2025-03-13T10:55:59.898859,67962,643331,96545,41,22698,3342,11,1,919
2025-03-13T10:56:00.013761,67740,643836,192862,48,22505,3146,15,1,860
2025-03-13T10:56:00.112512,67580,1288599,96781,43,22611,3246,8,1,932
2025-03-13T10:56:00.206247,67872,1933742,193618,48,22596,3167,7,2,871
2025-03-13T10:56:00.302991,67827,644887,97218,45,22560,3346,11,1,951
2025-03-13T10:56:00.412342,67207,645524,96352,44,22564,3124,11,1,861
2025-03-13T10:56:00.506068,67527,644301,96432,37,22663,3171,9,2,882
2025-03-13T10:56:00.599794,67356,644472,96791,40,22481,3132,14,2,851
2025-03-13T10:56:00.709144,67170,645150,96653,47,22407,3266,14,1,876
2025-03-13T10:56:00.818494,67385,644695,192864,42,22571,3070,9,1,841
2025-03-13T10:56:00.912221,67852,644718,96364,53,22624,3116,6,3,863
2025-03-13T10:56:01.012987,67499,644818,96476,40,22471,3162,10,1,855
2025-03-13T10:56:01.104603,67469,644925,96817,27,22391,3141,8,1,837
2025-03-13T10:56:01.213953,67051,645146,96480,38,22298,3190,10,1,911
2025-03-13T10:56:01.306070,66934,644994,96566,35,22422,3131,8,0,871
2025-03-13T10:56:01.399805,67411,644621,96295,45,22534,3176,15,0,877
2025-03-13T10:56:01.509148,67237,644774,96250,42,22459,3217,7,1,872
2025-03-13T10:56:01.618507,67346,644405,96709,43,22318,3139,13,1,842
2025-03-13T10:56:01.712229,67248,1288315,95845,42,22377,3118,6,2,859
2025-03-13T10:56:01.805952,67144,646031,96123,53,22441,3113,14,1,890
2025-03-13T10:56:01.899684,67548,644683,96059,50,22669,3087,15,1,838
2025-03-13T10:56:02.005926,67448,644249,95707,36,22733,3057,13,1,858
2025-03-13T10:56:02.114667,67327,645442,95651,43,22477,3165,8,0,893
2025-03-13T10:56:02.208395,67388,643948,95959,54,22427,3145,12,0,846
2025-03-13T10:56:02.317754,67302,644625,96439,53,22366,3118,17,1,820
2025-03-13T10:56:02.410380,66808,644538,95920,42,22399,3148,11,1,888
2025-03-13T10:56:02.504107,67399,645468,96181,41,22523,3263,10,1,863
2025-03-13T10:56:02.597835,67315,644172,95411,53,22373,3072,10,1,829
2025-03-13T10:56:02.722806,67543,644509,95736,58,22708,3177,20,2,854
2025-03-13T10:56:02.816535,67189,643925,96124,50,22642,3103,13,1,838
2025-03-13T10:56:02.910262,67354,644622,96269,41,22622,3205,8,3,905
2025-03-13T10:56:03.011927,67394,645911,96217,60,22424,3185,12,1,851
2025-03-13T10:56:03.112670,67379,644805,95632,47,22304,3183,10,1,831
2025-03-13T10:56:03.206399,67119,644834,95997,43,22369,3170,9,1,851
2025-03-13T10:56:03.304642,66908,645052,95804,29,22527,3042,4,1,839
2025-03-13T10:56:03.398374,66970,1289453,95841,40,22515,3087,11,1,809
2025-03-13T10:56:03.523342,67507,643880,95290,56,22445,3134,15,1,825
2025-03-13T10:56:03.617081,67399,1287877,95698,49,22397,3174,9,0,860
2025-03-13T10:56:03.710797,67247,644587,96119,40,22464,3137,6,1,851
2025-03-13T10:56:03.804525,67868,644540,95178,39,22817,3141,15,1,896
2025-03-13T10:56:03.913873,67400,1289030,95796,48,22573,3111,8,0,880
2025-03-13T10:56:04.007641,67255,644914,96083,37,22407,3127,12,0,877
2025-03-13T10:56:04.116902,66960,644161,96103,40,22572,3199,8,1,891
2025-03-13T10:56:04.210625,67448,644802,95640,40,22462,3173,13,0,865
2025-03-13T10:56:04.321488,67137,645314,95967,49,22623,3193,10,1,869
2025-03-13T10:56:04.415256,67049,644862,96534,46,22293,3030,12,2,799
2025-03-13T10:56:04.508966,67339,645074,96049,39,22603,3193,10,2,858
2025-03-13T10:56:04.602672,67321,1290121,95640,45,22438,3010,9,3,821
2025-03-13T10:56:04.712023,67116,643713,95904,51,22461,3145,12,3,845
2025-03-13T10:56:04.805750,134402,1287986,96040,38,44981,3141,8,0,857
2025-03-13T10:56:04.915113,201955,1932244,96196,33,67559,3169,11,0,853
2025-03-13T10:56:04.999755,67212,644807,95889,52,22626,3058,9,0,863
2025-03-13T10:56:05.114631,67745,644731,96183,43,22686,3156,10,0,831
2025-03-13T10:56:05.208353,66781,645418,95701,41,22415,3088,10,1,829
2025-03-13T10:56:05.308087,67509,644362,95853,58,22709,3118,12,1,901
2025-03-13T10:56:05.401823,68083,644097,96340,67,22670,3190,14,5,870
2025-03-13T10:56:05.526785,67131,644830,96053,38,22462,3090,9,0,824
2025-03-13T10:56:05.620514,67236,644080,95784,38,22378,3184,11,0,876
2025-03-13T10:56:05.714252,66755,645178,95549,47,22520,3146,8,1,873
2025-03-13T10:56:05.807970,67827,1289235,96631,47,22614,3154,9,1,876
2025-03-13T10:56:05.917322,67409,645485,95620,43,22559,3173,8,1,876
2025-03-13T10:56:06.011047,67272,1291112,95873,49,22434,3110,12,2,828
2025-03-13T10:56:06.108008,67757,645461,96482,33,22601,3109,11,1,858
2025-03-13T10:56:06.200122,67447,644665,192059,60,22508,3169,20,3,903
2025-03-13T10:56:06.309472,67474,1289815,96564,45,22726,3200,13,1,934
2025-03-13T10:56:06.413210,67632,644049,96100,49,22645,3113,14,3,867
2025-03-13T10:56:06.506939,67152,645471,96363,56,22376,3181,11,0,848
2025-03-13T10:56:06.600665,67478,644726,96811,46,22737,3165,17,0,799
2025-03-13T10:56:06.710014,68176,1289776,96744,45,22693,3178,10,0,841
2025-03-13T10:56:06.819364,67367,1934714,95706,47,22429,3110,11,0,837
2025-03-13T10:56:06.913110,68242,2579285,96197,36,22861,3334,7,1,920
2025-03-13T10:56:07.006820,67859,645808,96448,53,22840,3160,20,0,863
2025-03-13T10:56:07.113062,67671,1290546,95971,51,22537,3227,11,0,858
2025-03-13T10:56:07.208802,67997,644059,96084,42,22650,3172,11,1,909
2025-03-13T10:56:07.302530,67818,643650,96110,44,22701,3183,13,1,898
2025-03-13T10:56:07.409274,67705,643795,95922,40,22529,3186,7,1,886
2025-03-13T10:56:07.518626,67715,1288552,96917,46,22908,3145,17,1,841
2025-03-13T10:56:07.612351,67421,644659,96062,46,22425,3217,14,1,869
2025-03-13T10:56:07.706080,67422,645538,96181,53,22417,3198,16,1,858
2025-03-13T10:56:07.831051,67835,645405,96447,46,22904,3173,13,3,902
2025-03-13T10:56:07.909168,67415,1289716,96281,51,22566,3078,9,1,838
2025-03-13T10:56:08.018508,67285,645129,96358,47,22438,3194,5,2,848
2025-03-13T10:56:08.105127,67350,644977,96770,31,22669,3103,4,2,875
2025-03-13T10:56:08.214369,67575,644336,95656,56,22623,3183,13,0,858
2025-03-13T10:56:08.323725,67687,644864,96270,37,22478,3176,7,0,869
2025-03-13T10:56:08.412856,67416,644206,95916,44,22667,3190,8,0,841
2025-03-13T10:56:08.506568,67545,644388,96182,61,22579,3131,19,1,882
2025-03-13T10:56:08.615918,67541,645255,96047,41,22375,3067,10,1,865
2025-03-13T10:56:08.709645,67477,644890,96679,46,22451,3107,10,1,836
2025-03-13T10:56:08.818995,67889,645069,96996,51,22565,3196,13,1,859
2025-03-13T10:56:08.912772,67581,645368,96132,47,22455,3170,12,2,871
2025-03-13T10:56:09.022076,67855,644004,96240,46,22717,3210,15,2,885
2025-03-13T10:56:09.122310,67369,644889,96483,38,22735,3259,7,2,856
2025-03-13T10:56:09.211445,67673,645046,96430,39,22558,3249,14,0,847
2025-03-13T10:56:09.305166,67576,644565,96497,37,22679,3251,15,0,910
2025-03-13T10:56:09.422033,67895,644777,96411,48,22534,3206,16,3,871
2025-03-13T10:56:09.515759,67615,1289330,96447,44,22705,3187,10,0,828
2025-03-13T10:56:09.609486,67745,645215,96749,52,22785,3272,8,0,865
2025-03-13T10:56:09.703229,67603,1290843,96946,48,22640,3203,10,1,913
2025-03-13T10:56:09.828199,67052,644453,96339,46,22628,3198,15,0,886
2025-03-13T10:56:09.921911,68306,644776,96775,49,22662,3241,16,1,864
